date,revenue,day_of_week,day_of_year,month,year,is_weekend,is_holiday,promotion_active,promotion_effect,weather_score,economic_index,competitor_activity
2020-01-01,12859.77015869415,2,1,1,2020,0,0,0,1.0,51.635526455659516,49.02651351941659,0.023846147729172124
2020-01-02,12372.499510989785,3,2,1,2020,0,0,0,1.0,66.86465114070963,49.692757744594495,0.010113235362391898
2020-01-03,13573.550733031898,4,3,1,2020,0,0,0,1.0,57.2421931868605,50.48615968251583,0.059540883488219336
2020-01-04,12290.102109062856,5,4,1,2020,1,0,0,1.0,61.29214825292916,51.302297872544344,0.02915815330068519
2020-01-05,8781.941393708017,6,5,1,2020,1,0,0,1.0,78.82867606630914,49.47364930493815,0.060234002830262756
2020-01-06,13494.153003253157,0,6,1,2020,0,0,0,1.0,95.0485675652711,51.14205906653756,0.09724548303491272
2020-01-07,14718.196963059958,1,7,1,2020,0,0,0,1.0,75.92007294734472,57.97278206863284,0.57288040458218
2020-01-08,13681.987346184938,2,8,1,2020,0,0,0,1.0,52.06175406947224,55.02313883903499,0.1885146521805356
2020-01-09,11462.869253431598,3,9,1,2020,0,0,0,1.0,76.66904002330212,54.45536200358037,0.36033018861041677
2020-01-10,14324.194562915367,4,10,1,2020,0,0,0,1.0,87.94947229968477,47.84559004111352,0.24781743251522337
2020-01-11,8111.975336070419,5,11,1,2020,1,0,0,1.0,60.85325643520927,45.690782160228245,0.023870056998547717
2020-01-12,8171.588180766412,6,12,1,2020,1,0,0,1.0,67.98974249990623,54.927187722695614,0.2663009460534665
2020-01-13,14495.743136743738,0,13,1,2020,0,0,0,1.0,70.22032292093796,54.54461752429281,0.06434400435732261
2020-01-14,8829.75458324347,1,14,1,2020,0,0,0,1.0,58.2265253037664,57.54143557053573,0.20383522208403304
2020-01-15,9914.528855124625,2,15,1,2020,0,0,0,1.0,79.72420650765788,47.17187769207166,0.08339480860459549
2020-01-16,7546.797289840813,3,16,1,2020,0,0,0,1.0,68.18577777088328,49.05773617525306,1.2125717683402961
2020-01-17,11333.410720239446,4,17,1,2020,0,0,0,1.0,76.29298665860541,42.02175726956461,0.061183188601227914
2020-01-18,10292.893374545942,5,18,1,2020,1,0,0,1.0,56.6876173329685,48.2705211820244,0.06545942323002407
2020-01-19,6979.3277730410455,6,19,1,2020,1,0,0,1.0,63.438125495148846,55.22942789536299,0.5337820200542134
2020-01-20,11540.37096538755,0,20,1,2020,0,0,0,1.0,80.83572036741657,47.92779707646175,0.004990632256492998
2020-01-21,16631.62832235058,1,21,1,2020,0,0,0,1.0,64.40750271862349,53.476371578743844,0.23859931144842347
2020-01-22,14201.168652390255,2,22,1,2020,0,0,0,1.0,95.90445776850108,49.335155702887654,0.2584343523226347
2020-01-23,13071.716782370564,3,23,1,2020,0,0,0,1.0,64.00545721578096,51.9216550041215,0.36203998369236384
2020-01-24,8629.217825287493,4,24,1,2020,0,0,0,1.0,73.37027088627829,44.57661154407235,0.733339935902161
2020-01-25,7900.581600605264,5,25,1,2020,1,0,0,1.0,83.98886247809635,50.75481437145717,0.742650160747506
2020-01-26,9688.251795260958,6,26,1,2020,1,0,0,1.0,48.724514006004526,35.38678589892104,0.013500958181322742
2020-01-27,10056.11065999455,0,27,1,2020,0,0,0,1.0,43.587867820288366,49.42168359275172,0.3450138909396424
2020-01-28,13249.664987702687,1,28,1,2020,0,0,0,1.0,47.11515528144858,42.217496795122926,0.20786685362899326
2020-01-29,14638.77009381399,2,29,1,2020,0,0,0,1.0,88.93876155140774,56.4135342265697,0.208451382246539
2020-01-30,14772.483535423851,3,30,1,2020,0,0,0,1.0,61.7221278116133,54.28429703779516,0.027473445520332776
2020-01-31,15115.660192244823,4,31,1,2020,0,0,0,1.0,100.0,52.744313813939996,0.21007140576155564
2020-02-01,12123.477438251575,5,32,2,2020,1,0,0,1.0,61.53628602013917,58.02968867004348,0.8089118997829152
2020-02-02,9995.261527539293,6,33,2,2020,1,0,0,1.0,72.76826954795555,45.69377356025937,0.4856717754263669
2020-02-03,15080.860359147217,0,34,2,2020,0,0,0,1.0,93.13164928851813,59.18887078409834,0.11565346150939937
2020-02-04,20790.881947787235,1,35,2,2020,0,0,0,1.0,100.0,55.126711245959456,0.008153560299014385
2020-02-05,14553.937847436548,2,36,2,2020,0,0,0,1.0,100.0,49.296675618699794,0.08997542343026392
2020-02-06,16638.071104595474,3,37,2,2020,0,0,0,1.0,88.12549345889714,56.171251420846225,0.35018913391211515
2020-02-07,11393.218524997154,4,38,2,2020,0,0,0,1.0,85.36093788717193,44.975381753010325,0.24179646719741257
2020-02-08,9499.64789794312,5,39,2,2020,1,0,0,1.0,78.88790423801774,46.39797713756711,0.12299428497691084
2020-02-09,13806.82208293987,6,40,2,2020,1,0,0,1.0,81.67541614249957,47.491297959143964,0.01133556037469997
2020-02-10,17297.86119471585,0,41,2,2020,0,0,0,1.0,61.732214255071995,47.903056665159376,0.1113371716131574
2020-02-11,15612.93845970911,1,42,2,2020,0,0,0,1.0,57.72701674866539,45.278855621815175,0.12660804525936897
2020-02-12,14599.70170870073,2,43,2,2020,0,0,0,1.0,69.94938313883571,56.69075780123005,0.5277669629782799
2020-02-13,15378.391525529036,3,44,2,2020,0,0,0,1.0,67.44723066212607,49.29476909404125,0.20493455242159891
2020-02-14,18296.82641733838,4,45,2,2020,0,1,0,1.0,63.201579260090874,52.36526456781179,0.07469241733004864
2020-02-15,11816.220878450074,5,46,2,2020,1,0,0,1.0,80.44581171185072,47.76468152409598,0.14902214598815386
2020-02-16,12806.423705969388,6,47,2,2020,1,0,0,1.0,84.32957812855766,41.52712048355879,0.01366761171806382
2020-02-17,15797.520891730534,0,48,2,2020,0,0,0,1.0,71.32610329437772,51.99412240839547,0.7192107308362559
2020-02-18,18785.091440767705,1,49,2,2020,0,0,0,1.0,92.16295121582893,41.096259369476456,0.08927614075512592
2020-02-19,12678.386457395156,2,50,2,2020,0,0,0,1.0,52.87466328799742,50.32806264628499,0.12996672280360103
2020-02-20,17687.84368539313,3,51,2,2020,0,0,0,1.0,67.09510811080423,43.843356312685266,0.0877890658536961
2020-02-21,16608.418369315197,4,52,2,2020,0,0,0,1.0,59.247665190957925,60.63501013314034,0.22946288131595152
2020-02-22,11298.854257417392,5,53,2,2020,1,0,0,1.0,42.0019507439041,55.2691423779969,0.2170792956916198
2020-02-23,14991.43106539909,6,54,2,2020,1,0,0,1.0,68.7597897123595,51.25479635361768,0.2512795305633481
2020-02-24,21609.796851331565,0,55,2,2020,0,0,0,1.0,68.17378737425075,57.058259415670605,0.06243409060704408
2020-02-25,21954.581264949717,1,56,2,2020,0,0,0,1.0,92.70174614863197,46.52184477020557,0.07586256042333177
2020-02-26,18040.09808098828,2,57,2,2020,0,0,0,1.0,79.46217526832166,53.4845201810217,0.026763711020906057
2020-02-27,16468.324353045573,3,58,2,2020,0,0,0,1.0,54.63719763506192,51.77987408640178,0.21313802695992987
2020-02-28,22534.898445513245,4,59,2,2020,0,0,0,1.0,97.81138849501282,52.11462095461356,0.00812213823087105
2020-02-29,18810.782180240032,5,60,2,2020,1,0,0,1.0,88.31550543288029,57.16998667861603,0.182102658454824
2020-03-01,13488.085579852339,6,61,3,2020,1,0,0,1.0,78.73146555202923,54.48437832211819,0.4075768426488784
2020-03-02,16578.534798026678,0,62,3,2020,0,0,0,1.0,66.60273851725252,52.27923475248128,0.4429737314543447
2020-03-03,15131.683552022158,1,63,3,2020,0,0,0,1.0,55.6084114491478,42.57487788735167,0.11921780055890858
2020-03-04,15907.750684581411,2,64,3,2020,0,0,0,1.0,64.4168983589342,46.06278222223281,0.12297950075987601
2020-03-05,23422.16383991872,3,65,3,2020,0,0,0,1.0,86.33122929556279,50.263167660788504,0.016018531435935544
2020-03-06,24309.757950045343,4,66,3,2020,0,0,0,1.0,98.26879458901914,51.35727283028737,0.2221967149524734
2020-03-07,15397.08715275361,5,67,3,2020,1,0,0,1.0,93.14865292408284,45.253090965671475,0.344363960036667
2020-03-08,19688.506593301285,6,68,3,2020,1,0,0,1.0,62.667258673205886,62.97619159707019,0.0561161505506684
2020-03-09,20571.5793633962,0,69,3,2020,0,0,0,1.0,53.205738500664836,58.51347712558294,0.10939451877514178
2020-03-10,17621.74648439514,1,70,3,2020,0,0,0,1.0,72.11329370366806,53.955797081414474,0.36507070065738145
2020-03-11,17144.630121694656,2,71,3,2020,0,0,0,1.0,43.473409516557226,51.319088416007766,0.41931016308709207
2020-03-12,24770.01311545865,3,72,3,2020,0,0,0,1.0,74.84751571277172,49.91155789022027,0.05572596169102206
2020-03-13,19517.482443985245,4,73,3,2020,0,0,0,1.0,67.78596120551997,46.226709069751834,0.15995531553320716
2020-03-14,20571.85641387933,5,74,3,2020,1,0,0,1.0,63.00945247197637,51.38740259259431,0.042760748347312943
2020-03-15,10658.175943895729,6,75,3,2020,1,0,0,1.0,46.07945399099807,52.30246133085074,0.021490042653278408
2020-03-16,19779.22281587155,0,76,3,2020,0,0,0,1.0,77.70400159854574,44.818594382865854,0.4840947549780638
2020-03-17,19284.643179542443,1,77,3,2020,0,0,0,1.0,62.009487405071326,52.711977976635445,0.34352437564694527
2020-03-18,18061.850517644227,2,78,3,2020,0,0,0,1.0,52.451247464345684,50.2784992764242,0.2854523580790317
2020-03-19,17773.059721303533,3,79,3,2020,0,0,0,1.0,26.916066800775262,41.52945536129798,0.009999105015780258
2020-03-20,15129.149629088934,4,80,3,2020,0,0,0,1.0,69.58727642424046,46.78026672692441,0.37123245458426063
2020-03-21,18898.612214678855,5,81,3,2020,1,0,0,1.0,96.58377395004617,49.02786274385068,0.11526637180838029
2020-03-22,21980.99553058465,6,82,3,2020,1,0,0,1.0,94.91888821821806,60.54802732779684,0.0838302038710085
2020-03-23,24660.18972326052,0,83,3,2020,0,0,0,1.0,63.14355615120592,53.906053293901664,0.15814157703046228
2020-03-24,20024.796518503746,1,84,3,2020,0,0,0,1.0,60.966819094573296,44.45957845587041,0.019159773237595712
2020-03-25,19951.135513636695,2,85,3,2020,0,0,0,1.0,77.03161384112536,53.58086637859504,0.2826480726061713
2020-03-26,18674.409761261522,3,86,3,2020,0,0,0,1.0,55.02421841217563,43.42786361695201,0.1746630484643241
2020-03-27,26356.484755470497,4,87,3,2020,0,0,0,1.0,74.52687849729199,56.59153746121619,0.04130402212109253
2020-03-28,20569.82415652984,5,88,3,2020,1,0,0,1.0,81.49120417577035,48.83615756282842,0.041708188004322064
2020-03-29,19332.2745745786,6,89,3,2020,1,0,0,1.0,88.40399835826462,50.73729850835894,0.04072913810383487
2020-03-30,25626.47995651748,0,90,3,2020,0,0,0,1.0,68.4976888528007,57.84816131990273,0.011738305644063904
2020-03-31,21498.98366116144,1,91,3,2020,0,0,0,1.0,66.94489374734552,44.79705886940752,0.17724856973960568
2020-04-01,20963.744941011857,2,92,4,2020,0,0,0,1.0,56.830261198651584,44.2609844169008,0.3669519889688536
2020-04-02,20967.70931228069,3,93,4,2020,0,0,0,1.0,57.5967946894021,48.34227734087271,0.003530623483166426
2020-04-03,23729.804458151968,4,94,4,2020,0,0,0,1.0,66.6028166214771,56.46586685783631,0.010049220150150045
2020-04-04,17862.633903544993,5,95,4,2020,1,0,0,1.0,75.51048260224267,43.6909408554925,0.1700866833425712
2020-04-05,14517.644854184151,6,96,4,2020,1,0,0,1.0,83.70376939349875,37.14059187246085,0.3424001195633019
2020-04-06,23127.168198387095,0,97,4,2020,0,0,0,1.0,57.95231573979483,49.05927420110569,0.07912440924577
2020-04-07,26976.070816343028,1,98,4,2020,0,0,0,1.0,92.39032853439282,54.087471122842274,0.08603797187637013
2020-04-08,23712.02478027824,2,99,4,2020,0,0,0,1.0,65.93314598436147,57.343774502118805,0.18143968721981008
2020-04-09,23412.182954750286,3,100,4,2020,0,0,0,1.0,69.67949058477346,49.04035757313464,0.06409970857350587
2020-04-10,20429.56423638082,4,101,4,2020,0,0,0,1.0,58.79182481278265,49.31272997811861,0.005393755263266361
2020-04-11,16431.537358234396,5,102,4,2020,1,0,0,1.0,33.63639609590587,57.153065315114354,0.2657776314954579
2020-04-12,18916.402860230937,6,103,4,2020,1,0,0,1.0,83.26068094541574,42.048551775495504,0.19651277154924846
2020-04-13,22656.022704465293,0,104,4,2020,0,0,0,1.0,81.0526584563865,49.468355028194544,0.17386043747977323
2020-04-14,22501.03334698239,1,105,4,2020,0,0,0,1.0,65.7800866432268,52.37677698387186,0.27071442733579976
2020-04-15,24852.74397608034,2,106,4,2020,0,0,0,1.0,71.00486075837308,53.68444977080873,0.22492812368697646
2020-04-16,29925.948196201145,3,107,4,2020,0,0,0,1.0,77.73908826556149,48.90302132856613,0.046104639856186964
2020-04-17,23141.239257038746,4,108,4,2020,0,0,0,1.0,46.56181214670186,51.63795848318674,0.08692144294137516
2020-04-18,19986.377556624186,5,109,4,2020,1,0,0,1.0,62.06420983980558,39.03781528772957,0.026960186299015466
2020-04-19,22059.37511285232,6,110,4,2020,1,0,0,1.0,81.9139701943274,48.20190862326226,0.027819545688928485
2020-04-20,18681.29126755523,0,111,4,2020,0,0,0,1.0,51.18565865246126,53.77439287784083,0.22552322023733026
2020-04-21,22279.76238180828,1,112,4,2020,0,0,0,1.0,74.40336898249944,46.60907777393208,0.391232656422941
2020-04-22,18989.64914675022,2,113,4,2020,0,0,0,1.0,49.65127293064893,51.82916768329045,0.6579271792141606
2020-04-23,31075.120965065544,3,114,4,2020,0,0,0,1.0,76.9964497365029,53.78230770949294,0.19795899440415388
2020-04-24,25177.221984289696,4,115,4,2020,0,0,0,1.0,69.46537776553775,49.84889783132761,0.04069302050266935
2020-04-25,21029.280696548813,5,116,4,2020,1,0,0,1.0,45.77302276141736,52.42766132073628,0.022331693559987514
2020-04-26,20621.890506941127,6,117,4,2020,1,0,0,1.0,87.47109031685757,46.775378269467346,0.335170007172965
2020-04-27,21363.013541151526,0,118,4,2020,0,0,0,1.0,58.981126348029264,50.56968332754716,0.17290883431642307
2020-04-28,26660.62775294217,1,119,4,2020,0,0,0,1.0,57.84621344478428,54.66751920411049,0.19261621543519822
2020-04-29,25976.398489443774,2,120,4,2020,0,0,0,1.0,73.00853795846415,52.41500179114354,0.30415915453072556
2020-04-30,27493.923009254195,3,121,4,2020,0,0,0,1.0,87.22956024143073,48.71117926861868,0.2429914005604045
2020-05-01,20636.728732712218,4,122,5,2020,0,0,0,1.0,54.762672715324044,52.77861626802931,0.3597063734741408
2020-05-02,26821.853222126178,5,123,5,2020,1,0,0,1.0,70.92519774771958,55.24428182989542,0.011571146655985961
2020-05-03,17233.067807901138,6,124,5,2020,1,0,0,1.0,76.4322475049586,41.43522511396193,0.27528515265918074
2020-05-04,26650.422711869473,0,125,5,2020,0,0,0,1.0,80.39658410894717,57.49400046176579,0.3805642510197408
2020-05-05,31521.210487243978,1,126,5,2020,0,0,0,1.0,72.64662332915837,50.03105507371793,0.06741229392530576
2020-05-06,22940.733324540095,2,127,5,2020,0,0,0,1.0,64.49458241375017,53.853477063461426,0.20457888954885264
2020-05-07,24921.988863895047,3,128,5,2020,0,0,0,1.0,57.5861466902692,57.7259606456234,0.07542278476534532
2020-05-08,20908.168683315744,4,129,5,2020,0,0,0,1.0,71.29215824569562,44.89505617138192,0.6338794009203831
2020-05-09,20397.531592593587,5,130,5,2020,1,0,0,1.0,53.9179148202159,48.2199182755335,0.006798981365697349
2020-05-10,15485.427132262219,6,131,5,2020,1,0,0,1.0,26.17974274758089,50.3380784384297,0.1734014920665989
2020-05-11,27263.005366357236,0,132,5,2020,0,0,0,1.0,76.54839706236501,47.87575294232306,0.03642516648172799
2020-05-12,25281.883688425252,1,133,5,2020,0,0,0,1.0,83.55902261629294,60.48290205726623,0.24911193852248714
2020-05-13,23930.704430571546,2,134,5,2020,0,0,0,1.0,34.55601346687242,47.53805733908521,0.03869032134911086
2020-05-14,23151.531023283853,3,135,5,2020,0,0,0,1.0,54.854039429350934,49.05788254092183,0.05367611332831346
2020-05-15,31050.614422639486,4,136,5,2020,0,0,0,1.0,79.28731391507796,52.871260226508035,0.1363903412996305
2020-05-16,19578.35671615026,5,137,5,2020,1,0,0,1.0,100.0,45.85226606824969,0.49263282810749476
2020-05-17,22382.084875499335,6,138,5,2020,1,0,0,1.0,70.31190561513112,49.89830876998581,0.04757895658157729
2020-05-18,28402.815547988546,0,139,5,2020,0,0,0,1.0,59.07995588156298,53.47767726515499,0.03115306813237252
2020-05-19,22035.69241660283,1,140,5,2020,0,0,0,1.0,67.2565533834274,50.239807567128544,0.28457244334524695
2020-05-20,28982.089472733045,2,141,5,2020,0,0,0,1.0,90.62314628722277,51.45087392467834,0.1388774027006254
2020-05-21,24566.046510982324,3,142,5,2020,0,0,0,1.0,60.310537313131974,49.284846287073215,0.48559590727120094
2020-05-22,21702.79882698235,4,143,5,2020,0,0,0,1.0,58.0121199002462,44.37285393354822,0.031708793242554115
2020-05-23,22268.679579343483,5,144,5,2020,1,0,0,1.0,62.758847167269515,53.566870166285234,0.20765093891309078
2020-05-24,24026.9119678382,6,145,5,2020,1,0,0,1.0,55.70007087611931,60.747268097962234,0.053022184616092455
2020-05-25,29612.62997873624,0,146,5,2020,0,0,0,1.0,71.84005473992194,52.078309523780206,0.034100834465798945
2020-05-26,25318.629017360123,1,147,5,2020,0,0,0,1.0,94.3701768770434,53.126320586237746,0.23004180907636243
2020-05-27,24217.171232273613,2,148,5,2020,0,0,0,1.0,74.84618909674043,55.477312405721285,0.18012512453553275
2020-05-28,25077.91356918098,3,149,5,2020,0,0,0,1.0,66.21469746810568,45.680744777540475,0.2811586129447733
2020-05-29,28866.446575019443,4,150,5,2020,0,0,0,1.0,65.62283096626683,60.553669181058986,0.07405702196813145
2020-05-30,21703.801137497583,5,151,5,2020,1,0,0,1.0,46.552137869550144,53.06643850266195,0.11883117737790937
2020-05-31,26362.554497778907,6,152,5,2020,1,0,0,1.0,83.24664665720738,60.22777764613048,0.10399738422883271
2020-06-01,18577.609410704303,0,153,6,2020,0,0,0,1.0,68.83244204480798,48.41702680320197,0.8281547491183666
2020-06-02,29048.390127050152,1,154,6,2020,0,0,0,1.0,67.29280129614061,61.18620002374803,0.06913257618775555
2020-06-03,31795.65125085527,2,155,6,2020,0,0,0,1.0,100.0,55.9853665112698,0.06985965467564999
2020-06-04,26336.86465302663,3,156,6,2020,0,0,0,1.0,74.48129362548529,54.88848810049466,0.08756095119189125
2020-06-05,29478.256496970018,4,157,6,2020,0,0,0,1.0,58.72313424857224,53.3071085731356,0.1662953073089838
2020-06-06,23860.87826719504,5,158,6,2020,1,0,0,1.0,63.60463605691685,50.908041841134605,0.058156774081753584
2020-06-07,19474.834691601005,6,159,6,2020,1,0,0,1.0,87.22668563795132,58.1670418540132,0.49370418334346894
2020-06-08,29147.43727536627,0,160,6,2020,0,0,0,1.0,71.69905615806647,52.87988154102106,0.061763591271562196
2020-06-09,18823.065699450355,1,161,6,2020,0,0,0,1.0,48.4258303252395,42.35643230398205,0.45231882714533367
2020-06-10,29989.434920369506,2,162,6,2020,0,0,0,1.0,83.78843401862805,46.61954714351978,0.02184583421881955
2020-06-11,27198.26216186914,3,163,6,2020,0,0,0,1.0,59.97783871691509,51.28994932122804,0.21375014474382353
2020-06-12,24269.590375760305,4,164,6,2020,0,0,0,1.0,98.09946664326318,53.78287162815654,0.4750000164467011
2020-06-13,27312.00951864038,5,165,6,2020,1,0,0,1.0,86.20072098571973,51.96363289796628,0.03696480228022979
2020-06-14,19290.364538561706,6,166,6,2020,1,0,0,1.0,63.29017156511873,58.355127921571054,0.6904578872552523
2020-06-15,28751.399982476763,0,167,6,2020,0,0,0,1.0,89.2152454260267,42.518463282546605,0.12061865284386637
2020-06-16,26144.82638239341,1,168,6,2020,0,0,0,1.0,71.01783265791104,53.005610915402514,0.5827018661848842
2020-06-17,24823.331838095444,2,169,6,2020,0,0,0,1.0,82.79160512683329,43.21147373607792,0.2259091940880712
2020-06-18,26491.620049068242,3,170,6,2020,0,0,0,1.0,77.27099225941713,56.11362997057152,0.07178889486757319
2020-06-19,23884.520954433632,4,171,6,2020,0,0,0,1.0,57.3046501751369,51.856473551077656,0.041725515174585365
2020-06-20,20651.44601421403,5,172,6,2020,1,0,0,1.0,60.346752515238066,54.440515613545244,0.07240500207543427
2020-06-21,23930.594685249253,6,173,6,2020,1,0,0,1.0,85.44941226371742,48.03674958061281,0.019526404677425835
2020-06-22,28493.877304314763,0,174,6,2020,0,0,0,1.0,64.97837001840189,58.76718767198738,0.03106613396178077
2020-06-23,28074.87721910739,1,175,6,2020,0,0,0,1.0,63.94527305137005,57.59218496412988,0.022110447279785943
2020-06-24,27207.995664988153,2,176,6,2020,0,0,0,1.0,55.673161309759706,55.314981789032046,0.10996303455835824
2020-06-25,24926.661990663077,3,177,6,2020,0,0,0,1.0,76.35398598390192,51.76337266979239,0.31751412698894
2020-06-26,34338.69463627653,4,178,6,2020,0,0,0,1.0,100.0,55.32394396072224,0.030486593837925624
2020-06-27,20646.901425010976,5,179,6,2020,1,0,0,1.0,53.9870062861859,48.90389332444682,0.027926089833791107
2020-06-28,28333.04642990191,6,180,6,2020,1,0,0,1.0,70.36329185009137,56.72983308962411,0.2062443517787545
2020-06-29,31830.6782009775,0,181,6,2020,0,0,0,1.0,91.18330833123144,60.71315789627714,0.043925692787785714
2020-06-30,25488.66251367873,1,182,6,2020,0,0,0,1.0,68.80537913131427,57.832504854690455,0.020541704418240977
2020-07-01,24192.449012060064,2,183,7,2020,0,0,0,1.0,76.78557694374601,48.84513833589446,0.0365079748940435
2020-07-02,22082.14217670165,3,184,7,2020,0,0,0,1.0,54.0640970777968,54.31393590143401,0.5146987809507346
2020-07-03,22911.146845674604,4,185,7,2020,0,0,0,1.0,76.42460645811472,46.05484022641224,0.3446011283713081
2020-07-04,23926.895969233945,5,186,7,2020,1,0,0,1.0,67.19283602493176,55.39619813122084,0.08741114438403884
2020-07-05,23675.038572632206,6,187,7,2020,1,0,0,1.0,84.78594993519795,54.800962269792144,0.2133185464168356
2020-07-06,25245.767453815904,0,188,7,2020,0,0,0,1.0,87.81079077347127,43.212562137955615,0.15412476194233932
2020-07-07,24322.608002893812,1,189,7,2020,0,0,0,1.0,100.0,46.76642324619161,0.2260975492892414
2020-07-08,21603.419622987007,2,190,7,2020,0,0,0,1.0,78.69449759820364,51.17334661217157,0.22956333377417024
2020-07-09,23847.814019709596,3,191,7,2020,0,0,0,1.0,74.8869447487325,51.09844099032326,0.1981673065429394
2020-07-10,27024.759868066445,4,192,7,2020,0,0,0,1.0,72.91576452366004,46.56905367907035,0.06187687283583146
2020-07-11,22505.322383312112,5,193,7,2020,1,0,0,1.0,64.70250560783967,54.57503063306228,0.007957510273808633
2020-07-12,18917.298441188654,6,194,7,2020,1,0,0,1.0,75.07725765192536,53.90120366114092,0.12160199848281315
2020-07-13,22032.332325159274,0,195,7,2020,0,0,0,1.0,65.56897884791456,51.686188586682746,0.4432335670913099
2020-07-14,25006.332023317096,1,196,7,2020,0,0,0,1.0,72.52691464404421,48.89227537592052,0.16856031740024777
2020-07-15,23148.004104364434,2,197,7,2020,0,0,0,1.0,89.7639630341194,57.928467138932135,0.35722432837932727
2020-07-16,17615.696370941798,3,198,7,2020,0,0,0,1.0,54.90186152080538,60.975665702427776,0.9564851503915132
2020-07-17,26715.741998505175,4,199,7,2020,0,0,0,1.0,87.09817841693568,50.2945213478906,0.03573353705723069
2020-07-18,18354.27903142516,5,200,7,2020,1,0,0,1.0,89.75672601009798,49.66519281148617,0.23538676113039736
2020-07-19,20851.19435390784,6,201,7,2020,1,0,0,1.0,68.22897209513381,55.19576435445724,0.22435176723217382
2020-07-20,17226.733343292883,0,202,7,2020,0,0,0,1.0,38.17217651487108,50.963277758799315,0.781959570167162
2020-07-21,19211.616767063555,1,203,7,2020,0,0,0,1.0,60.882670193583515,52.07013728435506,0.8481156085287224
2020-07-22,27958.907397898234,2,204,7,2020,0,0,0,1.0,89.45491819841664,56.479087676431575,0.2321051631273393
2020-07-23,20156.40907547297,3,205,7,2020,0,0,0,1.0,69.65697906551677,43.24774011040874,0.055840899631219604
2020-07-24,19921.513233787944,4,206,7,2020,0,0,0,1.0,55.01046651557634,59.39973080234554,0.32044860966175515
2020-07-25,21380.59794580768,5,207,7,2020,1,0,0,1.0,62.42837618157674,53.18532042986588,0.02264026474683906
2020-07-26,20453.019800510578,6,208,7,2020,1,0,0,1.0,82.60930039756829,50.77815071554526,0.3034622901222678
2020-07-27,22301.044505542966,0,209,7,2020,0,0,0,1.0,78.20100352302069,52.4031442973859,0.48202542872663817
2020-07-28,32113.606917735604,1,210,7,2020,0,0,0,1.0,66.41601851245458,52.675160473732724,0.09652325336807255
2020-07-29,22362.01511002771,2,211,7,2020,0,0,0,1.0,64.49763382277969,44.2207058115425,0.19919415251375627
